N0_set r_set K_set M_set gen_factor nll
320 0.2 500 4 2 5728.81494240504
20 0.4 500 4 2 5705.45743381998
40 0.4 500 4 2 5698.24217893877
80 0.4 500 4 2 5710.17409040716
160 0.4 500 4 2 5723.58453593196
320 0.4 500 4 2 5733.14233265791
20 0.025 1000 4 2 6115.31713162028
40 0.025 1000 4 2 5936.92896146899
80 0.025 1000 4 2 5792.1878817335
160 0.025 1000 4 2 5714.74143885358
320 0.025 1000 4 2 5709.66476044651
20 0.05 1000 4 2 5918.89653190231
40 0.05 1000 4 2 5788.77888680056
80 0.05 1000 4 2 5706.48859316972
160 0.05 1000 4 2 5684.7461900671
320 0.05 1000 4 2 5712.38654174923
20 0.1 1000 4 2 5750.76384188051
40 0.1 1000 4 2 5688.57475700621
80 0.1 1000 4 2 5669.83082466036
160 0.1 1000 4 2 5690.39242892978
320 0.1 1000 4 2 5731.92163173836
20 0.2 1000 4 2 5696.10767433902
40 0.2 1000 4 2 5670.69992783114
80 0.2 1000 4 2 5685.66761059598
160 0.2 1000 4 2 5721.3266436639
320 0.2 1000 4 2 5757.05269015984
20 0.4 1000 4 2 5684.29071165157
40 0.4 1000 4 2 5690.78646481668
80 0.4 1000 4 2 5721.88035086876
160 0.4 1000 4 2 5753.2912203485
320 0.4 1000 4 2 5775.57130182429
20 0.025 2000 4 2 6110.08851352246
40 0.025 2000 4 2 5929.05771886369
80 0.025 2000 4 2 5781.80636901786
160 0.025 2000 4 2 5704.74995268048
320 0.025 2000 4 2 5706.16461087233
20 0.05 2000 4 2 5907.85193056987
40 0.05 2000 4 2 5774.94982135184
80 0.05 2000 4 2 5692.87988835846
160 0.05 2000 4 2 5677.7911534272
320 0.05 2000 4 2 5720.45317038979
20 0.1 2000 4 2 5737.41973892869
40 0.1 2000 4 2 5679.46876024283
80 0.1 2000 4 2 5669.36267972944
160 0.1 2000 4 2 5704.01385672934
320 0.1 2000 4 2 5765.57486272365
20 0.2 2000 4 2 5701.11400858428
40 0.2 2000 4 2 5679.93459124559
80 0.2 2000 4 2 5706.04301020736
160 0.2 2000 4 2 5760.37943428583
320 0.2 2000 4 2 5816.77936823525
20 0.4 2000 4 2 5695.10616648563
40 0.4 2000 4 2 5714.06053448892
80 0.4 2000 4 2 5765.40870405497
160 0.4 2000 4 2 5817.60889387393
320 0.4 2000 4 2 5855.78877281653
20 0.025 4000 4 2 6107.92974362002
40 0.025 4000 4 2 5925.00366670442
80 0.025 4000 4 2 5776.61946309741
160 0.025 4000 4 2 5699.92895927727
320 0.025 4000 4 2 5705.58157927674
20 0.05 4000 4 2 5902.45599687506
40 0.05 4000 4 2 5768.14051653274
80 0.05 4000 4 2 5686.71237932237
160 0.05 4000 4 2 5676.69778040349
320 0.05 4000 4 2 5731.16068581196
20 0.1 4000 4 2 5732.34472057651
40 0.1 4000 4 2 5679.31694975508
80 0.1 4000 4 2 5677.49815845561
160 0.1 4000 4 2 5724.57372547015
320 0.1 4000 4 2 5803.50771522913
20 0.2 4000 4 2 5718.29821633896
40 0.2 4000 4 2 5701.05633199562
80 0.2 4000 4 2 5736.05701831642
160 0.2 4000 4 2 5806.13819499442
320 0.2 4000 4 2 5881.46276386145
20 0.4 4000 4 2 5718.1445187705
40 0.4 4000 4 2 5747.14097792297
80 0.4 4000 4 2 5815.92263321294
160 0.4 4000 4 2 5887.64760829918
320 0.4 4000 4 2 5942.08831284705
20 0.025 250 8 2 6355.37444406219
40 0.025 250 8 2 6221.50650948899
80 0.025 250 8 2 6065.94285258824
160 0.025 250 8 2 5936.54186329846
320 0.025 250 8 2 5872.69628706522
20 0.05 250 8 2 6209.39944185359
40 0.05 250 8 2 6093.51033615057
80 0.05 250 8 2 5984.18323389843
160 0.05 250 8 2 5911.11362421786
320 0.05 250 8 2 5881.63688975621
20 0.1 250 8 2 6057.34250441306
40 0.1 250 8 2 5986.99545279783
80 0.1 250 8 2 5927.49034938943
160 0.1 250 8 2 5896.28367284817
320 0.1 250 8 2 5886.1751846721
20 0.2 250 8 2 5995.54818518001
40 0.2 250 8 2 5939.07480272071
80 0.2 250 8 2 5905.43448403153
160 0.2 250 8 2 5891.60383871108
320 0.2 250 8 2 5887.19559065813
20 0.4 250 8 2 5963.20228320187
40 0.4 250 8 2 5917.77619311756
80 0.4 250 8 2 5897.97794540694
160 0.4 250 8 2 5890.356129016
320 0.4 250 8 2 5887.44295731379
20 0.025 500 8 2 6339.82300975335
40 0.025 500 8 2 6189.7963177075
80 0.025 500 8 2 6014.04190074035
160 0.025 500 8 2 5872.01031381064
320 0.025 500 8 2 5811.18171109179
20 0.05 500 8 2 6164.63327240929
40 0.05 500 8 2 6025.87628940417
80 0.05 500 8 2 5898.00171572199
160 0.05 500 8 2 5820.20495498438
320 0.05 500 8 2 5801.22518238306
20 0.1 500 8 2 5969.00914105224
40 0.1 500 8 2 5884.88253769841
80 0.1 500 8 2 5818.81305777127
160 0.1 500 8 2 5794.37724424424
320 0.1 500 8 2 5799.17581775404
20 0.2 500 8 2 5892.71979108904
40 0.2 500 8 2 5826.40967177002
80 0.2 500 8 2 5796.24751272261
160 0.2 500 8 2 5794.53566953225
320 0.2 500 8 2 5802.44035937257
20 0.4 500 8 2 5857.06377113748
40 0.4 500 8 2 5809.29344543989
80 0.4 500 8 2 5798.46394054278
160 0.4 500 8 2 5800.99550260616
320 0.4 500 8 2 5805.41373988545
20 0.025 1000 8 2 6332.38688910665
40 0.025 1000 8 2 6173.33800960626
80 0.025 1000 8 2 5985.7941461586
160 0.025 1000 8 2 5838.21973250122
320 0.025 1000 8 2 5783.20718664966
20 0.05 1000 8 2 6139.65018643196
40 0.05 1000 8 2 5988.68441673768
80 0.05 1000 8 2 5851.67922769823
160 0.05 1000 8 2 5775.82944698384
320 0.05 1000 8 2 5771.65857542985
20 0.1 1000 8 2 5921.66460853647
40 0.1 1000 8 2 5832.9758249198
80 0.1 1000 8 2 5767.92055472855
160 0.1 1000 8 2 5755.85885064328
320 0.1 1000 8 2 5781.06612359617
20 0.2 1000 8 2 5846.48788899726
40 0.2 1000 8 2 5777.72319271594
80 0.2 1000 8 2 5757.11368024634
160 0.2 1000 8 2 5774.22213154709
320 0.2 1000 8 2 5801.38425391758
20 0.4 1000 8 2 5814.47620224568
40 0.4 1000 8 2 5773.42260032013
80 0.4 1000 8 2 5780.06419504528
160 0.4 1000 8 2 5800.42928773776
320 0.4 1000 8 2 5817.66119734408
20 0.025 2000 8 2 6327.03122279295
40 0.025 2000 8 2 6164.28920825776
80 0.025 2000 8 2 5971.14589819427
160 0.025 2000 8 2 5821.29497881371
320 0.025 2000 8 2 5771.67674756651
20 0.05 2000 8 2 6125.77904980987
40 0.05 2000 8 2 5969.13212897072
80 0.05 2000 8 2 5828.62850390959
160 0.05 2000 8 2 5757.27837439794
320 0.05 2000 8 2 5768.13681183789
20 0.1 2000 8 2 5899.58018219948
40 0.1 2000 8 2 5811.65513950167
80 0.1 2000 8 2 5752.79998150373
160 0.1 2000 8 2 5754.90035472827
320 0.1 2000 8 2 5801.32718501456
20 0.2 2000 8 2 5839.58922475875
40 0.2 2000 8 2 5771.75400892538
80 0.2 2000 8 2 5761.90129989064
160 0.2 2000 8 2 5798.79422921809
320 0.2 2000 8 2 5847.3753093291
20 0.4 2000 8 2 5814.02255643568
40 0.4 2000 8 2 5782.51478321417
80 0.4 2000 8 2 5809.34932713839
160 0.4 2000 8 2 5850.86268274478
320 0.4 2000 8 2 5883.89647999081
20 0.025 4000 8 2 6324.88079575683
40 0.025 4000 8 2 6159.8922148115
80 0.025 4000 8 2 5963.73258016505
160 0.025 4000 8 2 5812.90014679167
320 0.025 4000 8 2 5767.01867828784
20 0.05 4000 8 2 6119.25351516603
40 0.05 4000 8 2 5959.41162073587
80 0.05 4000 8 2 5817.60203298212
160 0.05 4000 8 2 5750.18232537132
320 0.05 4000 8 2 5773.08321444141
20 0.1 4000 8 2 5889.77395980965
40 0.1 4000 8 2 5804.9195524044
80 0.1 4000 8 2 5753.1413706822
160 0.1 4000 8 2 5768.12408294771
320 0.1 4000 8 2 5833.0168366702
20 0.2 4000 8 2 5850.00965711083
40 0.2 4000 8 2 5784.77585340187
80 0.2 4000 8 2 5784.13033074702
160 0.2 4000 8 2 5837.94115235862
320 0.2 4000 8 2 5905.90913228962
20 0.4 4000 8 2 5831.44193216112
40 0.4 4000 8 2 5808.78377749656
80 0.4 4000 8 2 5853.69813178276
160 0.4 4000 8 2 5914.9880772096
320 0.4 4000 8 2 5963.71815172807
