N0_set r_set K_set M_set gen_factor nll
160 0.4 250 8 1.33333333333333 5821.68646393803
320 0.4 250 8 1.33333333333333 5823.01018466945
20 0.025 500 8 1.33333333333333 6317.56054684551
40 0.025 500 8 1.33333333333333 6143.2117433478
80 0.025 500 8 1.33333333333333 5947.37437884967
160 0.025 500 8 1.33333333333333 5822.53420539438
320 0.025 500 8 1.33333333333333 5794.52664616331
20 0.05 500 8 1.33333333333333 6183.89729774906
40 0.05 500 8 1.33333333333333 6012.25541812766
80 0.05 500 8 1.33333333333333 5861.73214645703
160 0.05 500 8 1.33333333333333 5790.29301096396
320 0.05 500 8 1.33333333333333 5791.30355029892
20 0.1 500 8 1.33333333333333 5989.83045883223
40 0.1 500 8 1.33333333333333 5866.97356287393
80 0.1 500 8 1.33333333333333 5788.43493838552
160 0.1 500 8 1.33333333333333 5772.15159929476
320 0.1 500 8 1.33333333333333 5792.94890186504
20 0.2 500 8 1.33333333333333 5865.47765277038
40 0.2 500 8 1.33333333333333 5791.35823209995
80 0.2 500 8 1.33333333333333 5766.59680219628
160 0.2 500 8 1.33333333333333 5778.12792811989
320 0.2 500 8 1.33333333333333 5799.49171466835
20 0.4 500 8 1.33333333333333 5824.31450461139
40 0.4 500 8 1.33333333333333 5779.41781809281
80 0.4 500 8 1.33333333333333 5779.49504148892
160 0.4 500 8 1.33333333333333 5793.27837828663
320 0.4 500 8 1.33333333333333 5805.80605898409
20 0.025 1000 8 1.33333333333333 6311.92246360694
40 0.025 1000 8 1.33333333333333 6133.03166116372
80 0.025 1000 8 1.33333333333333 5931.75144298169
160 0.025 1000 8 1.33333333333333 5806.68895454396
320 0.025 1000 8 1.33333333333333 5786.67639085542
20 0.05 1000 8 1.33333333333333 6172.27886725513
40 0.05 1000 8 1.33333333333333 5991.90354495514
80 0.05 1000 8 1.33333333333333 5836.54749733139
160 0.05 1000 8 1.33333333333333 5769.99353466775
320 0.05 1000 8 1.33333333333333 5787.19416932499
20 0.1 1000 8 1.33333333333333 5962.89442784483
40 0.1 1000 8 1.33333333333333 5836.17365783942
80 0.1 1000 8 1.33333333333333 5761.57903495727
160 0.1 1000 8 1.33333333333333 5760.68542825426
320 0.1 1000 8 1.33333333333333 5804.171711523
20 0.2 1000 8 1.33333333333333 5840.8564818787
40 0.2 1000 8 1.33333333333333 5769.71345835748
80 0.2 1000 8 1.33333333333333 5757.52280940745
160 0.2 1000 8 1.33333333333333 5789.85497495582
320 0.2 1000 8 1.33333333333333 5832.67520710803
20 0.4 1000 8 1.33333333333333 5810.73000215735
40 0.4 1000 8 1.33333333333333 5775.48880238375
80 0.4 1000 8 1.33333333333333 5795.36261542224
160 0.4 1000 8 1.33333333333333 5829.62317636837
320 0.4 1000 8 1.33333333333333 5857.21110125888
20 0.025 2000 8 1.33333333333333 6309.28026718372
40 0.025 2000 8 1.33333333333333 6128.22855773347
80 0.025 2000 8 1.33333333333333 5924.04303868331
160 0.025 2000 8 1.33333333333333 5798.87994584236
320 0.025 2000 8 1.33333333333333 5784.31894245944
20 0.05 2000 8 1.33333333333333 6165.34576874183
40 0.05 2000 8 1.33333333333333 5981.01323546738
80 0.05 2000 8 1.33333333333333 5824.0300964784
160 0.05 2000 8 1.33333333333333 5761.72617918568
320 0.05 2000 8 1.33333333333333 5791.80069595094
20 0.1 2000 8 1.33333333333333 5950.08212069539
40 0.1 2000 8 1.33333333333333 5821.62589574675
80 0.1 2000 8 1.33333333333333 5752.75331037085
160 0.1 2000 8 1.33333333333333 5766.16852512153
320 0.1 2000 8 1.33333333333333 5830.73909796404
20 0.2 2000 8 1.33333333333333 5838.24454457375
40 0.2 2000 8 1.33333333333333 5772.70305559877
80 0.2 2000 8 1.33333333333333 5772.93237160947
160 0.2 2000 8 1.33333333333333 5824.61203684325
320 0.2 2000 8 1.33333333333333 5888.28384608404
20 0.4 2000 8 1.33333333333333 5823.57032935816
40 0.4 2000 8 1.33333333333333 5798.04299684245
80 0.4 2000 8 1.33333333333333 5837.18474575496
160 0.4 2000 8 1.33333333333333 5892.11997435382
320 0.4 2000 8 1.33333333333333 5935.66411424107
20 0.025 4000 8 1.33333333333333 6309.48063001071
40 0.025 4000 8 1.33333333333333 6125.38354365658
80 0.025 4000 8 1.33333333333333 5920.27148459152
160 0.025 4000 8 1.33333333333333 5795.11369142597
320 0.025 4000 8 1.33333333333333 5783.64605920163
20 0.05 4000 8 1.33333333333333 6161.94068801713
40 0.05 4000 8 1.33333333333333 5975.59522909452
80 0.05 4000 8 1.33333333333333 5817.95807497048
160 0.05 4000 8 1.33333333333333 5758.29887787832
320 0.05 4000 8 1.33333333333333 5796.91937131853
20 0.1 4000 8 1.33333333333333 5943.45789933598
40 0.1 4000 8 1.33333333333333 5815.18803970471
80 0.1 4000 8 1.33333333333333 5750.63594945534
160 0.1 4000 8 1.33333333333333 5774.74280357786
320 0.1 4000 8 1.33333333333333 5855.46555245798
20 0.2 4000 8 1.33333333333333 5842.3588294956
40 0.2 4000 8 1.33333333333333 5782.69356669769
80 0.2 4000 8 1.33333333333333 5792.77699120072
160 0.2 4000 8 1.33333333333333 5859.58773903458
320 0.2 4000 8 1.33333333333333 5940.17424326276
20 0.4 4000 8 1.33333333333333 5842.75977923258
40 0.4 4000 8 1.33333333333333 5824.91694037186
80 0.4 4000 8 1.33333333333333 5879.22966323553
160 0.4 4000 8 1.33333333333333 5951.11706134266
320 0.4 4000 8 1.33333333333333 6008.57298078818
20 0.025 250 0 1.66666666666667 7153.32271509828
40 0.025 250 0 1.66666666666667 6525.07338901883
80 0.025 250 0 1.66666666666667 6144.01073733541
160 0.025 250 0 1.66666666666667 5939.7754643703
320 0.025 250 0 1.66666666666667 5853.95972642351
20 0.05 250 0 1.66666666666667 6697.16205588458
40 0.05 250 0 1.66666666666667 6270.84294572213
80 0.05 250 0 1.66666666666667 6027.92287841833
160 0.05 250 0 1.66666666666667 5908.81925035578
320 0.05 250 0 1.66666666666667 5864.21012331572
20 0.1 250 0 1.66666666666667 6293.29514268736
40 0.1 250 0 1.66666666666667 6059.33575586166
80 0.1 250 0 1.66666666666667 5938.80885887153
160 0.1 250 0 1.66666666666667 5887.46245174849
320 0.1 250 0 1.66666666666667 5870.76580023354
20 0.2 250 0 1.66666666666667 6070.17774006563
40 0.2 250 0 1.66666666666667 5951.76495245096
80 0.2 250 0 1.66666666666667 5899.00187899678
160 0.2 250 0 1.66666666666667 5879.24329000407
320 0.2 250 0 1.66666666666667 5872.97534743358
20 0.4 250 0 1.66666666666667 5967.80234912778
40 0.4 250 0 1.66666666666667 5908.60242957147
80 0.4 250 0 1.66666666666667 5885.44856042633
160 0.4 250 0 1.66666666666667 5876.82913940021
320 0.4 250 0 1.66666666666667 5873.54213781622
20 0.025 500 0 1.66666666666667 7110.99889782279
40 0.025 500 0 1.66666666666667 6471.1771981115
80 0.025 500 0 1.66666666666667 6082.82322626931
160 0.025 500 0 1.66666666666667 5876.01547250217
320 0.025 500 0 1.66666666666667 5798.55632547062
20 0.05 500 0 1.66666666666667 6623.35348549687
40 0.05 500 0 1.66666666666667 6183.60109194377
80 0.05 500 0 1.66666666666667 5934.43550830134
160 0.05 500 0 1.66666666666667 5818.65962556139
320 0.05 500 0 1.66666666666667 5788.09295631104
20 0.1 500 0 1.66666666666667 6183.82707632498
40 0.1 500 0 1.66666666666667 5942.50222525853
80 0.1 500 0 1.66666666666667 5824.23579682545
160 0.1 500 0 1.66666666666667 5784.0007111009
320 0.1 500 0 1.66666666666667 5784.2794462406
20 0.2 500 0 1.66666666666667 5945.51748482044
40 0.2 500 0 1.66666666666667 5826.54869756806
80 0.2 500 0 1.66666666666667 5783.5164307688
160 0.2 500 0 1.66666666666667 5778.82002893305
320 0.2 500 0 1.66666666666667 5786.67022078063
20 0.4 500 0 1.66666666666667 5840.77567591004
40 0.4 500 0 1.66666666666667 5789.83018596988
80 0.4 500 0 1.66666666666667 5780.59037627898
160 0.4 500 0 1.66666666666667 5784.41868321829
320 0.4 500 0 1.66666666666667 5789.70016273471
20 0.025 1000 0 1.66666666666667 7088.36373409883
40 0.025 1000 0 1.66666666666667 6445.02470491097
80 0.025 1000 0 1.66666666666667 6051.34855872224
160 0.025 1000 0 1.66666666666667 5844.42933082689
320 0.025 1000 0 1.66666666666667 5775.05750884407
20 0.05 1000 0 1.66666666666667 6584.75224189609
40 0.05 1000 0 1.66666666666667 6139.97879737633
80 0.05 1000 0 1.66666666666667 5887.74380708912
160 0.05 1000 0 1.66666666666667 5777.63068245874
320 0.05 1000 0 1.66666666666667 5763.06768825142
20 0.1 1000 0 1.66666666666667 6128.5594755112
40 0.1 1000 0 1.66666666666667 5887.78537180296
80 0.1 1000 0 1.66666666666667 5775.1056078398
160 0.1 1000 0 1.66666666666667 5748.85491815783
320 0.1 1000 0 1.66666666666667 5769.99290493253
20 0.2 1000 0 1.66666666666667 5894.08690276851
40 0.2 1000 0 1.66666666666667 5778.85360668413
80 0.2 1000 0 1.66666666666667 5747.34699391802
160 0.2 1000 0 1.66666666666667 5761.50149414738
320 0.2 1000 0 1.66666666666667 5789.40254803843
20 0.4 1000 0 1.66666666666667 5793.54910260528
40 0.4 1000 0 1.66666666666667 5754.66526391109
80 0.4 1000 0 1.66666666666667 5764.31733848221
160 0.4 1000 0 1.66666666666667 5787.16194101273
320 0.4 1000 0 1.66666666666667 5806.67960743725
20 0.025 2000 0 1.66666666666667 7077.16916357355
40 0.025 2000 0 1.66666666666667 6431.59871454522
80 0.025 2000 0 1.66666666666667 6035.59834092862
160 0.025 2000 0 1.66666666666667 5828.89169203634
320 0.025 2000 0 1.66666666666667 5765.58526219407
20 0.05 2000 0 1.66666666666667 6566.39289004533
40 0.05 2000 0 1.66666666666667 6117.60924560367
80 0.05 2000 0 1.66666666666667 5864.92505296893
160 0.05 2000 0 1.66666666666667 5760.41197921419
320 0.05 2000 0 1.66666666666667 5760.3393013096
20 0.1 2000 0 1.66666666666667 6103.23946230142
40 0.1 2000 0 1.66666666666667 5863.88749820621
80 0.1 2000 0 1.66666666666667 5759.58759000212
160 0.1 2000 0 1.66666666666667 5747.84927315814
320 0.1 2000 0 1.66666666666667 5790.04007951512
20 0.2 2000 0 1.66666666666667 5885.71539278567
40 0.2 2000 0 1.66666666666667 5774.56744197779
80 0.2 2000 0 1.66666666666667 5753.80395476645
160 0.2 2000 0 1.66666666666667 5786.48443023483
320 0.2 2000 0 1.66666666666667 5836.09188540548
20 0.4 2000 0 1.66666666666667 5792.36149171106
40 0.4 2000 0 1.66666666666667 5764.32217475398
80 0.4 2000 0 1.66666666666667 5793.24733114431
160 0.4 2000 0 1.66666666666667 5837.78546157284
320 0.4 2000 0 1.66666666666667 5874.99639358243
20 0.025 4000 0 1.66666666666667 7071.80883477927
40 0.025 4000 0 1.66666666666667 6424.52727980456
80 0.025 4000 0 1.66666666666667 6027.89091600524
160 0.025 4000 0 1.66666666666667 5821.30578331248
320 0.025 4000 0 1.66666666666667 5761.73202810149
20 0.05 4000 0 1.66666666666667 6557.48643070725
40 0.05 4000 0 1.66666666666667 6106.45707573579
80 0.05 4000 0 1.66666666666667 5854.03514935747
160 0.05 4000 0 1.66666666666667 5753.36739651761
320 0.05 4000 0 1.66666666666667 5763.90743492873
20 0.1 4000 0 1.66666666666667 6091.15924429864
40 0.1 4000 0 1.66666666666667 5854.5616597437
80 0.1 4000 0 1.66666666666667 5757.30514789159
160 0.1 4000 0 1.66666666666667 5757.7740545504
320 0.1 4000 0 1.66666666666667 5817.66135251938
20 0.2 4000 0 1.66666666666667 5893.12778409304
40 0.2 4000 0 1.66666666666667 5786.68781829501
80 0.2 4000 0 1.66666666666667 5774.50506356814
160 0.2 4000 0 1.66666666666667 5822.47161096792
320 0.2 4000 0 1.66666666666667 5891.3135137774
20 0.4 4000 0 1.66666666666667 5808.36105306766
40 0.4 4000 0 1.66666666666667 5788.66105970248
80 0.4 4000 0 1.66666666666667 5833.68262618848
160 0.4 4000 0 1.66666666666667 5897.89739517292
320 0.4 4000 0 1.66666666666667 5952.64501016965
20 0.025 250 1 1.66666666666667 6307.75159067113
40 0.025 250 1 1.66666666666667 6081.97145512121
80 0.025 250 1 1.66666666666667 5910.74736607898
160 0.025 250 1 1.66666666666667 5813.01418668195
320 0.025 250 1 1.66666666666667 5780.81363892511
20 0.05 250 1 1.66666666666667 6110.9925310237
40 0.05 250 1 1.66666666666667 5951.96912471774
80 0.05 250 1 1.66666666666667 5846.16087305755
160 0.05 250 1 1.66666666666667 5795.9343484866
320 0.05 250 1 1.66666666666667 5785.76577201781
20 0.1 250 1 1.66666666666667 5932.03099697897
40 0.1 250 1 1.66666666666667 5846.62168616491
80 0.1 250 1 1.66666666666667 5800.46691085653
160 0.1 250 1 1.66666666666667 5786.06131046678
320 0.1 250 1 1.66666666666667 5787.86258366472
20 0.2 250 1 1.66666666666667 5843.09001812713
40 0.2 250 1 1.66666666666667 5800.49248045677
80 0.2 250 1 1.66666666666667 5785.43625025011
160 0.2 250 1 1.66666666666667 5784.43439667664
320 0.2 250 1 1.66666666666667 5787.48653122715
20 0.4 250 1 1.66666666666667 5806.89643626649
40 0.4 250 1 1.66666666666667 5787.56553012392
80 0.4 250 1 1.66666666666667 5784.13091726527
160 0.4 250 1 1.66666666666667 5785.25382523426
320 0.4 250 1 1.66666666666667 5786.79873226752
20 0.025 500 1 1.66666666666667 6288.87974043095
40 0.025 500 1 1.66666666666667 6053.11674757076
80 0.025 500 1 1.66666666666667 5874.51263388093
160 0.025 500 1 1.66666666666667 5774.76039900948
320 0.025 500 1 1.66666666666667 5749.98498024555
20 0.05 500 1 1.66666666666667 6072.17937506048
40 0.05 500 1 1.66666666666667 5902.34946977561
80 0.05 500 1 1.66666666666667 5790.69249214427
160 0.05 500 1 1.66666666666667 5743.44558728823
320 0.05 500 1 1.66666666666667 5745.9528784823
20 0.1 500 1 1.66666666666667 5870.1520178755
40 0.1 500 1 1.66666666666667 5779.02953686034
80 0.1 500 1 1.66666666666667 5734.31420837431
160 0.1 500 1 1.66666666666667 5729.83463478059
320 0.1 500 1 1.66666666666667 5747.38117000549
20 0.2 500 1 1.66666666666667 5772.29405158873
40 0.2 500 1 1.66666666666667 5729.62724998718
80 0.2 500 1 1.66666666666667 5723.27125215752
160 0.2 500 1 1.66666666666667 5736.27397016126
320 0.2 500 1 1.66666666666667 5752.74631692904
20 0.4 500 1 1.66666666666667 5735.13770292016
40 0.4 500 1 1.66666666666667 5724.54839665457
80 0.4 500 1 1.66666666666667 5734.47078918581
160 0.4 500 1 1.66666666666667 5747.46361907069
320 0.4 500 1 1.66666666666667 5757.23016750652
20 0.025 1000 1 1.66666666666667 6279.20096331734
40 0.025 1000 1 1.66666666666667 6038.73182781685
80 0.025 1000 1 1.66666666666667 5855.84575942437
160 0.025 1000 1 1.66666666666667 5755.96796860642
320 0.025 1000 1 1.66666666666667 5738.17744806154
20 0.05 1000 1 1.66666666666667 6051.99603036524
40 0.05 1000 1 1.66666666666667 5877.08312947775
80 0.05 1000 1 1.66666666666667 5763.19996957767
160 0.05 1000 1 1.66666666666667 5720.87796999723
320 0.05 1000 1 1.66666666666667 5737.47753701955
20 0.1 1000 1 1.66666666666667 5839.8066309097
40 0.1 1000 1 1.66666666666667 5748.9491348897
80 0.1 1000 1 1.66666666666667 5708.99710023632
160 0.1 1000 1 1.66666666666667 5716.58193831812
320 0.1 1000 1 1.66666666666667 5753.05374708025
20 0.2 1000 1 1.66666666666667 5749.4105008302
40 0.2 1000 1 1.66666666666667 5708.68803532637
80 0.2 1000 1 1.66666666666667 5711.76826484592
160 0.2 1000 1 1.66666666666667 5741.89746568996
320 0.2 1000 1 1.66666666666667 5777.10764413615
20 0.4 1000 1 1.66666666666667 5715.2904324294
40 0.4 1000 1 1.66666666666667 5715.28896005917
80 0.4 1000 1 1.66666666666667 5742.52100629475
160 0.4 1000 1 1.66666666666667 5773.38444329813
320 0.4 1000 1 1.66666666666667 5796.56665462158
20 0.025 2000 1 1.66666666666667 6274.80445071026
40 0.025 2000 1 1.66666666666667 6031.3149694261
80 0.025 2000 1 1.66666666666667 5846.42780245773
160 0.025 2000 1 1.66666666666667 5746.78995917579
320 0.025 2000 1 1.66666666666667 5734.307000306
20 0.05 2000 1 1.66666666666667 6041.77301210829
40 0.05 2000 1 1.66666666666667 5864.21361068847
80 0.05 2000 1 1.66666666666667 5750.03639419001
160 0.05 2000 1 1.66666666666667 5712.59815739999
320 0.05 2000 1 1.66666666666667 5742.21644990257
20 0.1 2000 1 1.66666666666667 5826.40295100447
40 0.1 2000 1 1.66666666666667 5737.87545835274
80 0.1 2000 1 1.66666666666667 5704.98813839913
160 0.1 2000 1 1.66666666666667 5725.38439338261
320 0.1 2000 1 1.66666666666667 5781.39503084401
20 0.2 2000 1 1.66666666666667 5754.96580856519
40 0.2 2000 1 1.66666666666667 5717.16650101531
80 0.2 2000 1 1.66666666666667 5729.2253227389
160 0.2 2000 1 1.66666666666667 5776.43130463058
320 0.2 2000 1 1.66666666666667 5832.20527372381
20 0.4 2000 1 1.66666666666667 5726.92808782813
40 0.4 2000 1 1.66666666666667 5736.37639250063
80 0.4 2000 1 1.66666666666667 5781.72180680014
160 0.4 2000 1 1.66666666666667 5833.17176582426
320 0.4 2000 1 1.66666666666667 5873.16842191651
20 0.025 4000 1 1.66666666666667 6271.60627096263
40 0.025 4000 1 1.66666666666667 6027.28322433044
80 0.025 4000 1 1.66666666666667 5841.7561444704
160 0.025 4000 1 1.66666666666667 5742.34651399748
320 0.025 4000 1 1.66666666666667 5733.16711632988
20 0.05 4000 1 1.66666666666667 6037.03849706316
40 0.05 4000 1 1.66666666666667 5857.82259634139
80 0.05 4000 1 1.66666666666667 5743.84442855513
160 0.05 4000 1 1.66666666666667 5709.88636467358
320 0.05 4000 1 1.66666666666667 5749.23887297408
20 0.1 4000 1 1.66666666666667 5820.36801917723
40 0.1 4000 1 1.66666666666667 5734.74929489495
80 0.1 4000 1 1.66666666666667 5708.24274948302
160 0.1 4000 1 1.66666666666667 5739.79929003814
320 0.1 4000 1 1.66666666666667 5812.56037720471
20 0.2 4000 1 1.66666666666667 5769.36309177967
40 0.2 4000 1 1.66666666666667 5735.21207066141
80 0.2 4000 1 1.66666666666667 5754.87015052338
160 0.2 4000 1 1.66666666666667 5816.48991714839
320 0.2 4000 1 1.66666666666667 5890.70901012466
20 0.4 4000 1 1.66666666666667 5748.86299913437
40 0.4 4000 1 1.66666666666667 5765.94550001134
80 0.4 4000 1 1.66666666666667 5826.63837918421
160 0.4 4000 1 1.66666666666667 5896.96669172907
320 0.4 4000 1 1.66666666666667 5953.74388849559
20 0.025 250 2 1.66666666666667 6151.1976259384
40 0.025 250 2 1.66666666666667 5972.58848620997
80 0.025 250 2 1.66666666666667 5841.47692736336
160 0.025 250 2 1.66666666666667 5769.55740428126
320 0.025 250 2 1.66666666666667 5752.67576807943
20 0.05 250 2 1.66666666666667 5987.91470156509
40 0.05 250 2 1.66666666666667 5865.44905969229
80 0.05 250 2 1.66666666666667 5788.31775696833
160 0.05 250 2 1.66666666666667 5755.96851333522
320 0.05 250 2 1.66666666666667 5756.09362273665
20 0.1 250 2 1.66666666666667 5842.5477786956
40 0.1 250 2 1.66666666666667 5781.75043685966
80 0.1 250 2 1.66666666666667 5753.1906843014
160 0.1 250 2 1.66666666666667 5749.24264907885
320 0.1 250 2 1.66666666666667 5756.85286843725
20 0.2 250 2 1.66666666666667 5777.81363935264
40 0.2 250 2 1.66666666666667 5750.45033050136
80 0.2 250 2 1.66666666666667 5745.11301512974
160 0.2 250 2 1.66666666666667 5749.63364385597
320 0.2 250 2 1.66666666666667 5755.64594294967
20 0.4 250 2 1.66666666666667 5757.24950805805
40 0.4 250 2 1.66666666666667 5746.03381451088
80 0.4 250 2 1.66666666666667 5747.60915043732
160 0.4 250 2 1.66666666666667 5751.51588071439
320 0.4 250 2 1.66666666666667 5754.53148579739
20 0.025 500 2 1.66666666666667 6135.24681446127
40 0.025 500 2 1.66666666666667 5948.25375287036
80 0.025 500 2 1.66666666666667 5810.59091144953
160 0.025 500 2 1.66666666666667 5737.53865012114
320 0.025 500 2 1.66666666666667 5729.22585878607
20 0.05 500 2 1.66666666666667 5954.65138297143
40 0.05 500 2 1.66666666666667 5823.18987391903
80 0.05 500 2 1.66666666666667 5741.40352818765
160 0.05 500 2 1.66666666666667 5713.31735367996
320 0.05 500 2 1.66666666666667 5727.42382578904
20 0.1 500 2 1.66666666666667 5789.13919682736
40 0.1 500 2 1.66666666666667 5724.63210169952
80 0.1 500 2 1.66666666666667 5699.05250769243
160 0.1 500 2 1.66666666666667 5706.47704369399
320 0.1 500 2 1.66666666666667 5730.86449119158
20 0.2 500 2 1.66666666666667 5718.00526642344
40 0.2 500 2 1.66666666666667 5692.83876595827
80 0.2 500 2 1.66666666666667 5697.81070048867
160 0.2 500 2 1.66666666666667 5717.42391795535
320 0.2 500 2 1.66666666666667 5737.4999453472
20 0.4 500 2 1.66666666666667 5698.94983674305
40 0.4 500 2 1.66666666666667 5698.39383262377
80 0.4 500 2 1.66666666666667 5714.54618482021
160 0.4 500 2 1.66666666666667 5731.02283493027
320 0.4 500 2 1.66666666666667 5742.64215455314
20 0.025 1000 2 1.66666666666667 6127.13811075931
40 0.025 1000 2 1.66666666666667 5936.02967024617
80 0.025 1000 2 1.66666666666667 5794.69661409973
160 0.025 1000 2 1.66666666666667 5722.01613525539
320 0.025 1000 2 1.66666666666667 5721.4170299941
20 0.05 1000 2 1.66666666666667 5937.36441832311
40 0.05 1000 2 1.66666666666667 5801.5394172906
80 0.05 1000 2 1.66666666666667 5718.34846027422
160 0.05 1000 2 1.66666666666667 5696.16726721971
320 0.05 1000 2 1.66666666666667 5725.21495847863
20 0.1 1000 2 1.66666666666667 5763.11511251698
40 0.1 1000 2 1.66666666666667 5699.84001838328
80 0.1 1000 2 1.66666666666667 5680.35361601375
160 0.1 1000 2 1.66666666666667 5700.98670257451
320 0.1 1000 2 1.66666666666667 5744.83922762268
20 0.2 1000 2 1.66666666666667 5700.85688260044
40 0.2 1000 2 1.66666666666667 5679.21577279757
80 0.2 1000 2 1.66666666666667 5694.87748084525
160 0.2 1000 2 1.66666666666667 5732.3551140432
320 0.2 1000 2 1.66666666666667 5771.38106856357
20 0.4 1000 2 1.66666666666667 5686.5576624184
40 0.4 1000 2 1.66666666666667 5698.01779297816
80 0.4 1000 2 1.66666666666667 5732.31103648381
160 0.4 1000 2 1.66666666666667 5767.00756954745
320 0.4 1000 2 1.66666666666667 5792.08020866373
20 0.025 2000 2 1.66666666666667 6123.50804611052
40 0.025 2000 2 1.66666666666667 5929.72046618863
80 0.025 2000 2 1.66666666666667 5786.65017627002
160 0.025 2000 2 1.66666666666667 5714.51010671801
320 0.025 2000 2 1.66666666666667 5719.63646231063
20 0.05 2000 2 1.66666666666667 5928.52268705526
40 0.05 2000 2 1.66666666666667 5790.54758874624
80 0.05 2000 2 1.66666666666667 5707.46314683834
160 0.05 2000 2 1.66666666666667 5690.76637785586
320 0.05 2000 2 1.66666666666667 5733.22787638927
20 0.1 2000 2 1.66666666666667 5751.72417149206
40 0.1 2000 2 1.66666666666667 5691.55294023695
80 0.1 2000 2 1.66666666666667 5679.8712629931
160 0.1 2000 2 1.66666666666667 5713.8940256152
320 0.1 2000 2 1.66666666666667 5777.35424647223
20 0.2 2000 2 1.66666666666667 5709.03803495861
40 0.2 2000 2 1.66666666666667 5691.48395019876
80 0.2 2000 2 1.66666666666667 5716.84285497665
160 0.2 2000 2 1.66666666666667 5771.62831058373
320 0.2 2000 2 1.66666666666667 5831.03525022306
20 0.4 2000 2 1.66666666666667 5701.84171183483
40 0.4 2000 2 1.66666666666667 5723.63872988764
80 0.4 2000 2 1.66666666666667 5776.52322594511
160 0.4 2000 2 1.66666666666667 5831.72353240865
320 0.4 2000 2 1.66666666666667 5873.30038393126
20 0.025 4000 2 1.66666666666667 6120.71058609534
40 0.025 4000 2 1.66666666666667 5926.25852634476
80 0.025 4000 2 1.66666666666667 5782.6345468005
160 0.025 4000 2 1.66666666666667 5710.90802986848
320 0.025 4000 2 1.66666666666667 5719.55971969049
20 0.05 4000 2 1.66666666666667 5924.45503584965
40 0.05 4000 2 1.66666666666667 5785.09648373137
80 0.05 4000 2 1.66666666666667 5702.38905206619
160 0.05 4000 2 1.66666666666667 5689.53076111646
320 0.05 4000 2 1.66666666666667 5741.89022404403
20 0.1 4000 2 1.66666666666667 5746.68364331941
40 0.1 4000 2 1.66666666666667 5689.75896440208
80 0.1 4000 2 1.66666666666667 5684.92216300447
160 0.1 4000 2 1.66666666666667 5730.36704845178
320 0.1 4000 2 1.66666666666667 5810.48517725008
20 0.2 4000 2 1.66666666666667 5724.6746016059
40 0.2 4000 2 1.66666666666667 5711.34100146784
80 0.2 4000 2 1.66666666666667 5744.69379662785
160 0.2 4000 2 1.66666666666667 5813.92822455778
320 0.2 4000 2 1.66666666666667 5891.50994938271
20 0.4 4000 2 1.66666666666667 5725.42103381444
40 0.4 4000 2 1.66666666666667 5755.43009746211
80 0.4 4000 2 1.66666666666667 5823.87267131824
160 0.4 4000 2 1.66666666666667 5897.73005906377
320 0.4 4000 2 1.66666666666667 5955.66213286258
20 0.025 250 4 1.66666666666667 6134.13169742171
40 0.025 250 4 1.66666666666667 5962.15706421017
80 0.025 250 4 1.66666666666667 5828.67123485328
160 0.025 250 4 1.66666666666667 5758.18478658394
320 0.025 250 4 1.66666666666667 5744.7673145553
20 0.05 250 4 1.66666666666667 5981.20122034597
40 0.05 250 4 1.66666666666667 5855.64336549866
80 0.05 250 4 1.66666666666667 5775.90047509633
160 0.05 250 4 1.66666666666667 5745.03803424072
320 0.05 250 4 1.66666666666667 5747.81120987832
20 0.1 250 4 1.66666666666667 5837.92232392925
40 0.1 250 4 1.66666666666667 5771.4276642648
80 0.1 250 4 1.66666666666667 5741.53449609365
160 0.1 250 4 1.66666666666667 5738.91711557209
320 0.1 250 4 1.66666666666667 5748.18337414695
20 0.2 250 4 1.66666666666667 5772.89833527618
40 0.2 250 4 1.66666666666667 5740.69262497417
80 0.2 250 4 1.66666666666667 5734.65361539335
160 0.2 250 4 1.66666666666667 5739.88630235735
320 0.2 250 4 1.66666666666667 5746.68154654886
20 0.4 250 4 1.66666666666667 5752.89921352844
40 0.4 250 4 1.66666666666667 5737.38731563191
80 0.4 250 4 1.66666666666667 5738.10691565187
160 0.4 250 4 1.66666666666667 5742.13642962513
320 0.4 250 4 1.66666666666667 5745.39322125593
20 0.025 500 4 1.66666666666667 6119.7891042506
40 0.025 500 4 1.66666666666667 5938.20942187139
80 0.025 500 4 1.66666666666667 5797.99571804527
160 0.025 500 4 1.66666666666667 5726.79324353662
320 0.025 500 4 1.66666666666667 5723.04225933527
20 0.05 500 4 1.66666666666667 5948.83640969602
40 0.05 500 4 1.66666666666667 5813.36608746255
80 0.05 500 4 1.66666666666667 5729.21218265336
160 0.05 500 4 1.66666666666667 5703.69610836441
320 0.05 500 4 1.66666666666667 5721.97944903818
20 0.1 500 4 1.66666666666667 5784.34482025138
40 0.1 500 4 1.66666666666667 5713.94627984569
80 0.1 500 4 1.66666666666667 5688.27323950643
160 0.1 500 4 1.66666666666667 5698.765326771
320 0.1 500 4 1.66666666666667 5726.28940602259
20 0.2 500 4 1.66666666666667 5712.84429111054
40 0.2 500 4 1.66666666666667 5683.86522186788
80 0.2 500 4 1.66666666666667 5689.89309570143
160 0.2 500 4 1.66666666666667 5711.76838298901
320 0.2 500 4 1.66666666666667 5733.62941230268
20 0.4 500 4 1.66666666666667 5696.17827525112
40 0.4 500 4 1.66666666666667 5692.39954002882
80 0.4 500 4 1.66666666666667 5709.10384290246
160 0.4 500 4 1.66666666666667 5726.72185763544
